,ID,AGE,Ethnicity,Married,Family Size,Education1,Education2,Income,Language,Education,Coffee,Hot Tea,Iced Tea,Egg Salad,Pickles,Corned Beef
5632,36759.0,8.0,3,0,4,1,0,11,1,1,1.0,1.0,1.0,1.0,5.0,2.0
5633,36760.0,54.0,3,1,3,0,3,9,1,3,1.0,5.0,6.0,1.0,2.0,1.0
5634,36761.0,43.0,3,3,1,0,5,7,1,5,1.0,6.0,5.0,1.0,8.0,1.0
5636,36763.0,18.0,1,5,5,13,0,4,1,13,7.0,1.0,5.0,7.0,1.0,1.0
5637,36764.0,17.0,1,5,6,11,0,6,1,11,5.0,1.0,4.0,5.0,1.0,1.0
5638,36765.0,72.0,3,1,2,0,1,6,1,1,8.0,1.0,5.0,8.0,3.0,1.0
5644,36771.0,19.0,2,5,1,15,0,3,1,15,5.0,7.0,3.0,5.0,3.0,4.0
5645,36772.0,34.0,3,1,5,0,4,11,1,4,8.0,2.0,2.0,8.0,4.0,2.0
5648,36775.0,14.0,4,5,4,8,0,2,1,8,5.0,2.0,3.0,5.0,7.0,7.0
5649,36776.0,69.0,3,1,3,0,2,6,1,2,9.0,1.0,2.0,9.0,5.0,7.0
5651,36778.0,5.0,3,0,5,0,0,6,1,0,1.0,2.0,2.0,1.0,2.0,1.0
5655,36782.0,14.0,3,5,5,8,0,9,1,8,1.0,1.0,8.0,1.0,1.0,3.0
5657,36784.0,25.0,5,1,2,0,5,9,1,5,7.0,5.0,1.0,7.0,1.0,1.0
5659,36786.0,23.0,3,1,4,0,4,6,1,4,8.0,1.0,3.0,8.0,3.0,7.0
5660,36787.0,32.0,1,1,5,0,1,4,2,1,4.0,5.0,5.0,4.0,6.0,2.0
5661,36788.0,85.0,5,1,2,0,5,3,1,5,1.0,3.0,88.0,1.0,1.0,1.0
5663,36790.0,16.0,3,5,3,10,0,6,1,10,1.0,3.0,1.0,1.0,1.0,1.0
5667,36794.0,37.0,5,1,4,0,4,9,1,4,10.0,5.0,5.0,10.0,6.0,5.0
5670,36797.0,34.0,2,6,4,0,2,10,1,2,4.0,1.0,6.0,4.0,2.0,10.0
5672,36799.0,26.0,3,1,2,0,5,11,1,5,1.0,1.0,2.0,1.0,1.0,2.0
5673,36800.0,46.0,4,5,4,0,4,12,1,4,1.0,3.0,3.0,1.0,5.0,3.0
5674,36801.0,46.0,3,3,1,0,5,11,1,5,8.0,4.0,4.0,8.0,2.0,2.0
5675,36802.0,23.0,3,3,4,0,2,5,1,2,3.0,3.0,3.0,3.0,5.0,2.0
5676,36803.0,2.0,2,0,7,0,0,11,1,0,1.0,2.0,5.0,1.0,4.0,3.0
5677,36804.0,20.0,3,5,2,0,4,4,1,4,2.0,2.0,7.0,2.0,2.0,1.0
5678,36805.0,6.0,1,0,4,0,0,5,1,0,1.0,1.0,1.0,1.0,1.0,1.0
5679,36806.0,58.0,3,1,4,0,3,9,1,3,9.0,1.0,2.0,9.0,2.0,1.0
5682,36809.0,78.0,3,1,2,0,4,6,1,4,9.0,1.0,2.0,9.0,2.0,8.0
5683,36810.0,25.0,4,5,6,0,4,11,1,4,1.0,1.0,3.0,1.0,5.0,1.0
5684,36811.0,14.0,1,5,4,8,0,3,2,8,6.0,1.0,3.0,6.0,8.0,5.0
5686,36813.0,25.0,3,1,4,0,3,9,1,3,8.0,1.0,8.0,8.0,7.0,6.0
5687,36814.0,28.0,3,6,1,0,4,7,1,4,1.0,2.0,3.0,1.0,5.0,6.0
5688,36815.0,42.0,3,5,1,0,4,2,1,4,8.0,9.0,1.0,8.0,2.0,1.0
5690,36817.0,19.0,4,6,1,13,0,4,1,13,1.0,1.0,5.0,1.0,4.0,5.0
5691,36818.0,35.0,2,1,3,0,3,4,2,3,8.0,1.0,1.0,8.0,1.0,2.0
5692,36819.0,39.0,4,4,1,0,3,5,1,3,7.0,1.0,1.0,7.0,10.0,7.0
5693,36820.0,2.0,2,0,4,0,0,3,2,0,1.0,1.0,1.0,1.0,1.0,1.0
5695,36822.0,2.0,3,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,1.0,5.0
5696,36823.0,56.0,3,3,6,0,3,6,1,3,7.0,7.0,7.0,7.0,1.0,1.0
5697,36824.0,26.0,3,5,3,0,2,4,1,2,8.0,1.0,3.0,8.0,4.0,3.0
5698,36825.0,11.0,1,0,5,6,0,5,2,6,1.0,1.0,1.0,1.0,1.0,6.0
5699,36826.0,16.0,3,5,4,10,0,3,1,10,3.0,1.0,6.0,3.0,3.0,2.0
5700,36827.0,83.0,3,1,2,0,2,6,1,2,6.0,6.0,3.0,6.0,1.0,1.0
5701,36828.0,17.0,4,5,4,11,0,3,1,11,1.0,1.0,5.0,1.0,5.0,9.0
5703,36830.0,60.0,4,1,2,0,5,11,1,5,7.0,1.0,3.0,7.0,6.0,2.0
5705,36832.0,77.0,3,1,2,0,5,6,1,5,7.0,6.0,1.0,7.0,3.0,2.0
5707,36834.0,8.0,4,0,5,1,0,6,1,1,1.0,5.0,4.0,1.0,5.0,2.0
5708,36835.0,16.0,3,5,4,10,0,11,1,10,3.0,2.0,5.0,3.0,6.0,1.0
5709,36836.0,2.0,1,0,7,0,0,13,2,0,1.0,1.0,1.0,1.0,1.0,1.0
5711,36838.0,69.0,3,3,1,0,3,6,1,3,7.0,1.0,4.0,7.0,5.0,2.0
5712,36839.0,40.0,3,1,7,0,5,6,1,5,8.0,2.0,4.0,8.0,5.0,8.0
5715,36842.0,14.0,4,5,5,8,0,6,1,8,1.0,1.0,8.0,1.0,4.0,11.0
5716,36843.0,81.0,3,5,1,0,1,3,1,1,8.0,1.0,1.0,8.0,6.0,4.0
5718,36845.0,51.0,1,1,2,0,2,0,1,2,6.0,1.0,1.0,6.0,1.0,3.0
5720,36847.0,66.0,4,1,3,0,2,11,1,2,1.0,3.0,3.0,1.0,4.0,3.0
5721,36848.0,3.0,1,0,4,0,0,11,1,0,1.0,2.0,2.0,1.0,8.0,5.0
5722,36849.0,80.0,3,2,1,0,5,3,1,5,7.0,1.0,1.0,7.0,7.0,5.0
5723,36850.0,35.0,3,3,3,0,3,8,1,3,3.0,5.0,5.0,3.0,7.0,5.0
5730,36857.0,51.0,3,1,7,0,4,8,1,4,1.0,1.0,1.0,1.0,1.0,1.0
5732,36859.0,17.0,3,5,3,11,0,11,1,11,1.0,1.0,1.0,1.0,1.0,1.0
5734,36861.0,33.0,1,1,4,0,4,6,1,4,4.0,1.0,1.0,4.0,4.0,1.0
5735,36862.0,13.0,1,0,4,7,0,6,2,7,3.0,1.0,6.0,3.0,3.0,1.0
5736,36863.0,23.0,2,5,3,0,4,6,1,4,4.0,1.0,1.0,4.0,1.0,1.0
5738,36865.0,36.0,3,1,4,0,2,5,1,2,8.0,1.0,6.0,8.0,7.0,7.0
5739,36866.0,19.0,4,5,1,15,0,2,1,15,1.0,2.0,1.0,1.0,1.0,1.0
5740,36867.0,16.0,4,5,4,9,0,11,1,9,1.0,2.0,3.0,1.0,1.0,2.0
5741,36868.0,43.0,3,1,4,0,5,11,1,5,8.0,1.0,4.0,8.0,8.0,3.0
5742,36869.0,35.0,3,3,3,0,5,8,1,5,1.0,3.0,5.0,1.0,4.0,5.0
5745,36872.0,2.0,3,0,4,0,0,6,1,0,1.0,1.0,1.0,1.0,4.0,7.0
5746,36873.0,51.0,4,5,2,0,4,6,1,4,1.0,3.0,4.0,1.0,4.0,4.0
5747,36874.0,11.0,3,0,5,6,0,4,1,6,4.0,1.0,4.0,4.0,5.0,2.0
5748,36875.0,74.0,4,2,2,0,4,8,1,4,5.0,3.0,7.0,5.0,5.0,2.0
5749,36876.0,74.0,3,1,2,0,5,5,1,5,7.0,7.0,7.0,7.0,1.0,2.0
5750,36877.0,15.0,1,5,7,9,0,12,2,9,3.0,2.0,2.0,3.0,4.0,4.0
5751,36878.0,7.0,1,0,4,1,0,5,2,1,1.0,1.0,1.0,1.0,1.0,1.0
5752,36879.0,32.0,3,4,1,0,5,10,1,5,7.0,4.0,2.0,7.0,3.0,1.0
5754,36881.0,18.0,1,5,5,13,0,3,1,13,3.0,1.0,6.0,3.0,8.0,8.0
5755,36882.0,12.0,3,0,2,6,0,8,1,6,1.0,1.0,3.0,1.0,2.0,2.0
5756,36883.0,45.0,3,1,4,0,3,11,1,3,8.0,3.0,5.0,8.0,6.0,4.0
5761,36888.0,25.0,3,5,3,0,5,9,1,5,3.0,1.0,1.0,3.0,3.0,1.0
5764,36891.0,30.0,1,5,1,0,3,7,1,3,2.0,1.0,1.0,2.0,2.0,1.0
5765,36892.0,15.0,4,5,7,8,0,7,1,8,3.0,1.0,6.0,3.0,5.0,5.0
5767,36894.0,20.0,3,1,2,0,2,4,1,2,2.0,3.0,3.0,2.0,8.0,5.0
5769,36896.0,60.0,4,1,2,0,3,8,1,3,8.0,2.0,3.0,8.0,2.0,2.0
5772,36899.0,36.0,3,5,1,0,5,8,1,5,1.0,2.0,9.0,1.0,6.0,5.0
5773,36900.0,25.0,4,5,4,0,3,4,1,3,1.0,1.0,4.0,1.0,1.0,4.0
5777,36904.0,28.0,4,6,1,0,4,9,1,4,1.0,1.0,6.0,1.0,3.0,1.0
5781,36908.0,66.0,4,1,2,0,4,7,1,4,1.0,1.0,3.0,1.0,6.0,1.0
5789,36916.0,40.0,1,1,4,0,2,9,1,2,5.0,4.0,5.0,5.0,1.0,4.0
5790,36917.0,40.0,2,5,4,0,1,4,2,1,3.0,1.0,1.0,3.0,1.0,1.0
5791,36918.0,85.0,3,1,2,0,1,3,1,1,7.0,7.0,4.0,7.0,1.0,1.0
5792,36919.0,10.0,4,0,3,3,0,2,1,3,6.0,1.0,5.0,6.0,5.0,7.0
5793,36920.0,15.0,4,5,2,8,0,7,1,8,1.0,1.0,8.0,1.0,2.0,6.0
5795,36922.0,17.0,1,5,7,11,0,6,1,11,5.0,5.0,5.0,5.0,1.0,4.0
5797,36924.0,14.0,4,5,7,8,0,11,1,8,1.0,5.0,7.0,1.0,10.0,8.0
5801,36928.0,7.0,4,0,5,1,0,7,1,1,1.0,88.0,1.0,1.0,3.0,7.0
5802,36929.0,14.0,1,5,7,8,0,13,2,8,7.0,7.0,4.0,7.0,7.0,88.0
5804,36931.0,81.0,3,2,1,0,4,3,1,4,8.0,5.0,1.0,8.0,1.0,1.0
5806,36933.0,8.0,1,0,5,2,0,3,2,2,3.0,1.0,1.0,3.0,1.0,1.0
5807,36934.0,33.0,3,1,3,0,5,6,1,5,7.0,2.0,1.0,7.0,2.0,2.0
5810,36937.0,17.0,1,5,6,11,0,4,2,11,2.0,1.0,1.0,2.0,4.0,1.0
5812,36939.0,12.0,3,0,4,6,0,8,1,6,1.0,1.0,1.0,1.0,1.0,1.0
5813,36940.0,79.0,4,2,1,0,4,6,1,4,4.0,1.0,1.0,4.0,1.0,1.0
5814,36941.0,66.0,3,1,2,0,3,6,1,3,8.0,1.0,6.0,8.0,4.0,5.0
5816,36943.0,8.0,1,0,5,2,0,9,1,2,1.0,1.0,1.0,1.0,4.0,1.0
5819,36946.0,32.0,2,1,2,0,4,11,1,4,3.0,4.0,2.0,3.0,5.0,2.0
5820,36947.0,85.0,3,2,2,0,3,3,1,3,8.0,7.0,3.0,8.0,2.0,2.0
5821,36948.0,3.0,3,0,6,0,0,10,1,0,1.0,1.0,1.0,1.0,2.0,1.0
5823,36950.0,67.0,4,1,4,0,1,6,1,1,1.0,1.0,1.0,1.0,1.0,3.0
5825,36952.0,78.0,3,1,2,0,4,6,1,4,7.0,7.0,2.0,7.0,8.0,3.0
5826,36953.0,9.0,4,0,5,3,0,7,1,3,1.0,1.0,1.0,1.0,2.0,1.0
5827,36954.0,13.0,1,0,5,7,0,6,1,7,1.0,1.0,1.0,1.0,6.0,6.0
5828,36955.0,25.0,4,6,1,0,5,11,1,5,1.0,1.0,5.0,1.0,8.0,1.0
5831,36958.0,2.0,3,0,6,0,0,11,1,0,1.0,1.0,1.0,1.0,5.0,1.0
5832,36959.0,80.0,3,1,2,0,1,4,1,1,8.0,1.0,1.0,8.0,5.0,4.0
5837,36964.0,9.0,1,0,5,3,0,6,2,3,1.0,1.0,1.0,1.0,1.0,1.0
5839,36966.0,13.0,3,0,4,6,0,8,1,6,2.0,5.0,8.0,2.0,1.0,6.0
5842,36969.0,39.0,4,6,3,0,2,7,1,2,1.0,3.0,1.0,1.0,1.0,1.0
5843,36970.0,8.0,4,0,2,2,0,12,1,2,1.0,1.0,2.0,1.0,1.0,2.0
5844,36971.0,60.0,3,1,2,0,5,6,1,5,8.0,3.0,8.0,8.0,8.0,3.0
5845,36972.0,4.0,4,0,3,0,0,3,1,0,1.0,1.0,1.0,1.0,1.0,1.0
5847,36974.0,65.0,1,1,4,0,1,5,2,1,8.0,1.0,1.0,8.0,1.0,1.0
5848,36975.0,75.0,3,1,1,0,5,11,1,5,8.0,2.0,5.0,8.0,5.0,6.0
5850,36977.0,60.0,3,1,2,0,5,6,1,5,8.0,1.0,8.0,8.0,4.0,7.0
5851,36978.0,67.0,1,1,3,0,1,8,1,1,8.0,1.0,1.0,8.0,3.0,1.0
5853,36980.0,59.0,4,3,2,0,2,1,1,2,7.0,1.0,5.0,7.0,2.0,7.0
5854,36981.0,65.0,1,1,3,0,4,6,1,4,8.0,2.0,3.0,8.0,5.0,4.0
5857,36984.0,38.0,1,1,4,0,3,6,2,3,3.0,1.0,1.0,3.0,4.0,1.0
5858,36985.0,6.0,4,0,7,0,0,7,1,0,1.0,1.0,1.0,1.0,5.0,5.0
5859,36986.0,50.0,4,1,4,0,2,6,1,2,5.0,3.0,1.0,5.0,1.0,1.0
5860,36987.0,40.0,3,5,1,0,5,8,1,5,4.0,8.0,3.0,4.0,4.0,2.0
5864,36991.0,15.0,1,5,4,8,0,6,1,8,4.0,1.0,4.0,4.0,1.0,1.0
5865,36992.0,49.0,4,1,2,0,4,7,1,4,5.0,7.0,1.0,5.0,2.0,1.0
5866,36993.0,23.0,3,5,1,0,3,11,1,3,1.0,1.0,1.0,1.0,88.0,1.0
5867,36994.0,13.0,4,0,3,7,0,9,1,7,1.0,1.0,1.0,1.0,1.0,1.0
5868,36995.0,45.0,4,1,4,0,4,11,1,4,7.0,3.0,3.0,7.0,3.0,3.0
5872,36999.0,8.0,4,0,4,2,0,10,1,2,1.0,1.0,4.0,1.0,2.0,2.0
5874,37001.0,32.0,4,1,3,0,3,8,1,3,3.0,3.0,6.0,3.0,1.0,1.0
5875,37002.0,23.0,3,6,1,0,4,10,1,4,1.0,1.0,9.0,1.0,1.0,1.0
5879,37006.0,29.0,4,6,4,0,2,5,1,2,88.0,88.0,88.0,88.0,1.0,6.0
5880,37007.0,81.0,3,2,1,0,3,9,1,3,8.0,8.0,2.0,8.0,3.0,1.0
5881,37008.0,2.0,1,0,7,0,0,6,2,0,1.0,1.0,1.0,1.0,7.0,1.0
5884,37011.0,2.0,1,0,7,0,0,6,2,0,1.0,1.0,1.0,1.0,1.0,88.0
5885,37012.0,60.0,1,3,3,0,5,11,1,5,9.0,6.0,6.0,9.0,7.0,2.0
5891,37018.0,6.0,5,0,4,1,0,5,1,1,1.0,1.0,1.0,1.0,1.0,1.0
5893,37020.0,43.0,3,1,4,0,5,11,1,5,5.0,3.0,7.0,5.0,3.0,5.0
5894,37021.0,24.0,1,1,7,0,1,7,2,1,1.0,1.0,1.0,1.0,3.0,4.0
5895,37022.0,17.0,3,5,6,9,0,11,1,9,88.0,88.0,88.0,88.0,8.0,8.0
5896,37023.0,39.0,3,5,1,0,5,10,1,5,8.0,3.0,3.0,8.0,5.0,4.0
5898,37025.0,83.0,3,1,2,0,3,5,1,3,1.0,1.0,1.0,1.0,2.0,1.0
5899,37026.0,9.0,4,0,5,3,0,3,1,3,1.0,1.0,1.0,1.0,1.0,2.0
5900,37027.0,59.0,1,4,3,0,4,7,2,4,5.0,1.0,1.0,5.0,2.0,88.0
5901,37028.0,41.0,1,1,7,0,1,99,2,1,2.0,6.0,88.0,2.0,5.0,88.0
5903,37030.0,62.0,3,3,1,0,4,3,1,4,5.0,3.0,3.0,5.0,2.0,3.0
5906,37033.0,70.0,4,1,4,0,4,11,1,4,1.0,1.0,1.0,1.0,4.0,1.0
5907,37034.0,35.0,3,1,4,0,5,8,1,5,1.0,1.0,6.0,1.0,2.0,4.0
5908,37035.0,14.0,4,5,5,7,0,9,1,7,1.0,7.0,1.0,1.0,6.0,7.0
5909,37036.0,57.0,4,5,1,0,4,77,1,4,2.0,5.0,3.0,2.0,5.0,1.0
5910,37037.0,29.0,3,1,2,0,5,9,1,5,5.0,4.0,1.0,5.0,3.0,2.0
5911,37038.0,49.0,4,5,1,0,3,7,1,3,1.0,1.0,1.0,1.0,1.0,1.0
5912,37039.0,85.0,3,2,7,0,4,8,1,4,1.0,1.0,1.0,1.0,1.0,1.0
5913,37040.0,51.0,4,1,2,0,4,3,1,4,2.0,1.0,3.0,2.0,2.0,2.0
5918,37045.0,12.0,4,0,4,6,0,6,1,6,1.0,3.0,3.0,1.0,6.0,7.0
5919,37046.0,45.0,4,1,3,0,4,8,1,4,4.0,1.0,3.0,4.0,4.0,4.0
5920,37047.0,84.0,3,1,2,0,4,6,1,4,1.0,1.0,1.0,1.0,2.0,1.0
5921,37048.0,52.0,4,5,3,0,2,6,1,2,3.0,5.0,3.0,3.0,1.0,6.0
5922,37049.0,70.0,1,1,2,0,1,10,1,1,2.0,2.0,88.0,2.0,1.0,1.0
5923,37050.0,69.0,4,2,1,0,3,2,1,3,1.0,7.0,1.0,1.0,88.0,4.0
5925,37052.0,13.0,1,0,7,6,0,13,1,6,3.0,1.0,1.0,3.0,1.0,1.0
5926,37053.0,8.0,3,0,7,0,0,6,1,0,1.0,1.0,1.0,1.0,3.0,3.0
5927,37054.0,16.0,1,5,3,9,0,77,1,9,6.0,1.0,1.0,6.0,5.0,4.0
5928,37055.0,12.0,3,0,6,6,0,7,1,6,1.0,1.0,1.0,1.0,1.0,6.0
5929,37056.0,45.0,3,1,7,0,4,6,1,4,3.0,1.0,2.0,3.0,3.0,4.0
5930,37057.0,71.0,3,1,2,0,5,8,1,5,88.0,88.0,88.0,88.0,1.0,1.0
5932,37059.0,6.0,3,0,5,0,0,5,1,0,1.0,1.0,1.0,1.0,1.0,1.0
5933,37060.0,7.0,3,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,5.0,2.0
5938,37065.0,10.0,4,0,3,3,0,9,1,3,1.0,7.0,5.0,1.0,6.0,4.0
5939,37066.0,67.0,3,1,2,0,3,6,1,3,8.0,1.0,3.0,8.0,7.0,4.0
5940,37067.0,16.0,4,5,6,8,0,6,1,8,1.0,1.0,3.0,1.0,8.0,5.0
5941,37068.0,4.0,4,0,3,0,0,8,1,0,1.0,3.0,5.0,1.0,7.0,1.0
5942,37069.0,75.0,3,1,2,0,3,5,1,3,8.0,1.0,3.0,8.0,5.0,9.0
5944,37071.0,59.0,4,5,1,0,3,6,1,3,8.0,5.0,1.0,8.0,2.0,4.0
5945,37072.0,16.0,1,5,4,10,0,4,1,10,1.0,1.0,3.0,1.0,5.0,2.0
5947,37074.0,53.0,1,1,6,0,1,4,2,1,5.0,5.0,5.0,5.0,6.0,6.0
5948,37075.0,61.0,4,1,2,0,5,9,1,5,1.0,3.0,3.0,1.0,5.0,5.0
5950,37077.0,31.0,4,1,4,0,4,2,1,4,1.0,7.0,1.0,1.0,88.0,5.0
5952,37079.0,15.0,3,5,1,10,0,10,1,10,3.0,1.0,1.0,3.0,1.0,2.0
5954,37081.0,21.0,3,1,2,0,4,4,1,4,1.0,1.0,1.0,1.0,3.0,1.0
5957,37084.0,29.0,3,1,2,0,5,12,1,5,1.0,1.0,1.0,1.0,10.0,6.0
5959,37086.0,14.0,5,5,3,9,0,8,1,9,1.0,1.0,1.0,1.0,1.0,1.0
5960,37087.0,16.0,1,5,7,10,0,6,2,10,5.0,2.0,3.0,5.0,4.0,1.0
5961,37088.0,66.0,5,1,2,0,1,8,1,1,5.0,3.0,1.0,5.0,8.0,6.0
5962,37089.0,28.0,3,1,3,0,3,9,1,3,1.0,2.0,1.0,1.0,2.0,2.0
5964,37091.0,63.0,3,1,2,0,3,4,1,3,8.0,1.0,5.0,8.0,2.0,5.0
5966,37093.0,77.0,4,1,5,0,3,7,1,3,6.0,4.0,3.0,6.0,2.0,2.0
5967,37094.0,8.0,4,0,6,2,0,10,1,2,1.0,2.0,1.0,1.0,4.0,1.0
5968,37095.0,10.0,1,0,4,4,0,11,1,4,1.0,1.0,3.0,1.0,2.0,1.0
5969,37096.0,5.0,3,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,1.0,5.0
5971,37098.0,13.0,1,0,4,6,0,5,1,6,3.0,1.0,1.0,3.0,7.0,1.0
5976,37103.0,17.0,1,5,5,10,0,10,1,10,99.0,2.0,1.0,99.0,1.0,2.0
5977,37104.0,13.0,4,0,4,7,0,10,1,7,7.0,1.0,1.0,7.0,1.0,1.0
5978,37105.0,56.0,3,1,2,0,5,11,1,5,1.0,1.0,1.0,1.0,2.0,2.0
5979,37106.0,50.0,3,1,4,0,5,11,1,5,8.0,2.0,4.0,8.0,5.0,3.0
5980,37107.0,8.0,1,0,5,1,0,3,2,1,1.0,1.0,1.0,1.0,7.0,8.0
5981,37108.0,36.0,3,3,5,0,3,5,1,3,1.0,1.0,1.0,1.0,1.0,1.0
5982,37109.0,11.0,1,0,6,5,0,1,2,5,1.0,1.0,5.0,1.0,10.0,1.0
5983,37110.0,19.0,3,5,7,13,0,8,1,13,88.0,88.0,3.0,88.0,1.0,4.0
5986,37113.0,14.0,1,5,7,9,0,6,2,9,1.0,1.0,3.0,1.0,1.0,4.0
5987,37114.0,29.0,4,5,4,0,3,1,1,3,88.0,2.0,88.0,88.0,2.0,1.0
5989,37116.0,74.0,3,1,2,0,4,12,1,4,8.0,2.0,3.0,8.0,2.0,1.0
5990,37117.0,45.0,3,3,3,0,4,4,1,4,1.0,1.0,2.0,1.0,7.0,1.0
5994,37121.0,16.0,3,5,2,10,0,8,1,10,1.0,1.0,1.0,1.0,4.0,1.0
5996,37123.0,3.0,5,0,3,0,0,11,1,0,1.0,1.0,1.0,1.0,1.0,1.0
5998,37125.0,15.0,4,5,3,8,0,5,1,8,7.0,1.0,6.0,7.0,7.0,5.0
5999,37126.0,23.0,1,1,7,0,3,6,2,3,2.0,2.0,2.0,2.0,1.0,7.0
6000,37127.0,71.0,4,3,1,0,5,5,1,5,3.0,7.0,1.0,3.0,2.0,1.0
6001,37128.0,64.0,4,2,2,0,2,7,1,2,3.0,1.0,8.0,3.0,5.0,88.0
6003,37130.0,82.0,3,1,2,0,2,4,1,2,88.0,88.0,8.0,88.0,3.0,2.0
6005,37132.0,48.0,3,3,2,0,4,2,1,4,88.0,1.0,88.0,88.0,2.0,1.0
6006,37133.0,80.0,4,2,3,0,2,11,1,2,7.0,2.0,6.0,7.0,2.0,1.0
6007,37134.0,75.0,3,1,2,0,4,7,1,4,8.0,1.0,1.0,8.0,2.0,1.0
6009,37136.0,40.0,3,1,4,0,3,11,1,3,1.0,1.0,8.0,1.0,5.0,2.0
6011,37138.0,66.0,1,5,1,0,4,2,1,4,8.0,3.0,5.0,8.0,1.0,1.0
6013,37140.0,45.0,1,1,6,0,4,5,1,4,7.0,3.0,4.0,7.0,4.0,88.0
6015,37142.0,23.0,4,5,4,0,2,3,1,2,1.0,1.0,3.0,1.0,2.0,1.0
6016,37143.0,10.0,1,0,5,4,0,11,1,4,1.0,1.0,3.0,1.0,6.0,2.0
6019,37146.0,17.0,4,5,5,9,0,7,1,9,1.0,2.0,2.0,1.0,2.0,5.0
6022,37149.0,17.0,3,5,4,10,0,11,1,10,1.0,1.0,1.0,1.0,1.0,7.0
6023,37150.0,14.0,1,5,5,8,0,6,2,8,2.0,1.0,3.0,2.0,1.0,5.0
6024,37151.0,55.0,3,1,2,0,3,9,1,3,9.0,1.0,1.0,9.0,2.0,2.0
6025,37152.0,19.0,3,5,1,15,0,6,1,15,1.0,1.0,1.0,1.0,4.0,2.0
6027,37154.0,83.0,3,1,2,0,3,5,1,3,6.0,1.0,1.0,6.0,7.0,1.0
6028,37155.0,49.0,3,1,5,0,5,11,1,5,9.0,3.0,4.0,9.0,2.0,3.0
6030,37157.0,12.0,4,0,6,6,0,3,1,6,1.0,1.0,1.0,1.0,4.0,1.0
6031,37158.0,3.0,1,0,4,0,0,11,1,0,1.0,2.0,4.0,1.0,7.0,3.0
6032,37159.0,12.0,1,0,6,5,0,1,2,5,3.0,3.0,3.0,3.0,1.0,1.0
6036,37163.0,23.0,1,6,6,0,3,9,1,3,6.0,3.0,4.0,6.0,4.0,5.0
6037,37164.0,52.0,3,3,1,0,4,1,1,4,7.0,2.0,1.0,7.0,10.0,1.0
6039,37166.0,28.0,5,1,2,0,5,1,1,5,2.0,3.0,3.0,2.0,9.0,3.0
6041,37168.0,18.0,3,5,4,13,0,10,1,13,2.0,3.0,2.0,2.0,6.0,4.0
6043,37170.0,17.0,3,5,6,10,0,7,1,10,4.0,1.0,6.0,4.0,10.0,4.0
6046,37173.0,25.0,3,1,2,0,5,8,1,5,6.0,4.0,7.0,6.0,6.0,1.0
6047,37174.0,63.0,4,1,3,0,3,11,1,3,88.0,5.0,5.0,88.0,2.0,3.0
6050,37177.0,16.0,1,5,4,10,0,8,1,10,3.0,1.0,4.0,3.0,6.0,1.0
6052,37179.0,81.0,3,1,2,0,3,6,1,3,5.0,3.0,1.0,5.0,2.0,2.0
6056,37183.0,4.0,1,0,6,0,0,7,1,0,1.0,1.0,1.0,1.0,1.0,6.0
6058,37185.0,10.0,4,0,5,4,0,11,1,4,1.0,2.0,1.0,1.0,5.0,1.0
6059,37186.0,4.0,3,0,7,0,0,4,1,0,1.0,3.0,1.0,1.0,5.0,4.0
6061,37188.0,78.0,4,3,1,0,3,3,1,3,1.0,1.0,7.0,1.0,4.0,4.0
6066,37193.0,38.0,4,5,2,0,3,7,1,3,1.0,5.0,5.0,1.0,3.0,1.0
6067,37194.0,13.0,3,0,2,7,0,8,1,7,1.0,3.0,1.0,1.0,3.0,4.0
6068,37195.0,4.0,1,0,6,0,0,6,2,0,1.0,1.0,1.0,1.0,1.0,1.0
6069,37196.0,50.0,1,6,3,0,2,11,1,2,8.0,2.0,7.0,8.0,5.0,5.0
6072,37199.0,3.0,3,0,6,0,0,10,1,0,1.0,1.0,1.0,1.0,2.0,1.0
6073,37200.0,14.0,1,5,6,8,0,5,1,8,1.0,1.0,1.0,1.0,5.0,2.0
6077,37204.0,12.0,1,0,5,6,0,6,1,6,1.0,1.0,1.0,1.0,7.0,8.0
6079,37206.0,33.0,3,6,5,0,4,4,1,4,3.0,1.0,5.0,3.0,1.0,1.0
6081,37208.0,70.0,3,1,2,0,4,8,1,4,7.0,4.0,3.0,7.0,2.0,6.0
6083,37210.0,72.0,3,2,1,0,3,3,1,3,8.0,1.0,5.0,8.0,1.0,4.0
6085,37212.0,47.0,3,1,3,0,3,11,1,3,8.0,1.0,2.0,8.0,5.0,6.0
6086,37213.0,12.0,4,0,4,6,0,11,1,6,1.0,1.0,2.0,1.0,2.0,4.0
6088,37215.0,14.0,3,5,4,7,0,10,1,7,1.0,1.0,1.0,1.0,10.0,6.0
6089,37216.0,5.0,3,0,7,0,0,7,1,0,1.0,1.0,1.0,1.0,2.0,2.0
6090,37217.0,14.0,3,5,4,7,0,11,1,7,1.0,1.0,1.0,1.0,6.0,6.0
6091,37218.0,80.0,3,2,1,0,2,3,1,2,1.0,4.0,4.0,1.0,1.0,1.0
6093,37220.0,11.0,1,0,4,5,0,4,2,5,1.0,1.0,1.0,1.0,1.0,4.0
6095,37222.0,2.0,4,0,3,0,0,3,1,0,1.0,1.0,1.0,1.0,1.0,1.0
